,rh,datetime
24461,82.0,2023-10-19 02:11:52
24462,81.9,2023-10-19 02:11:54
24463,81.9,2023-10-19 02:11:56
24464,81.9,2023-10-19 02:11:58
24465,81.9,2023-10-19 02:12:00
24466,81.9,2023-10-19 02:12:02
24467,81.9,2023-10-19 02:12:04
24468,81.9,2023-10-19 02:12:06
24469,82.0,2023-10-19 02:12:13
24470,82.0,2023-10-19 02:12:14
24471,81.9,2023-10-19 02:12:16
24472,81.9,2023-10-19 02:12:18
24473,81.9,2023-10-19 02:12:20
24474,82.1,2023-10-19 02:12:22
24475,82.1,2023-10-19 02:12:24
24476,82.0,2023-10-19 02:12:26
24477,82.0,2023-10-19 02:12:28
24478,82.1,2023-10-19 02:12:30
24479,82.0,2023-10-19 02:12:32
24480,82.1,2023-10-19 02:12:34
24481,82.0,2023-10-19 02:12:36
24482,82.1,2023-10-19 02:12:43
24483,82.1,2023-10-19 02:12:44
24484,82.1,2023-10-19 02:12:46
24485,82.1,2023-10-19 02:12:48
24486,82.2,2023-10-19 02:12:50
24487,82.2,2023-10-19 02:12:52
24488,82.2,2023-10-19 02:12:54
24489,82.1,2023-10-19 02:12:56
24490,82.1,2023-10-19 02:12:58
24491,82.2,2023-10-19 02:13:00
24492,82.2,2023-10-19 02:13:02
24493,82.2,2023-10-19 02:13:04
24494,82.3,2023-10-19 02:13:06
24495,82.1,2023-10-19 02:13:13
24496,82.2,2023-10-19 02:13:14
24497,82.0,2023-10-19 02:13:16
24498,82.2,2023-10-19 02:13:18
24499,82.2,2023-10-19 02:13:20
24500,82.1,2023-10-19 02:13:22
24501,82.0,2023-10-19 02:13:24
24502,81.9,2023-10-19 02:13:26
24503,82.1,2023-10-19 02:13:28
24504,82.1,2023-10-19 02:13:30
24505,82.1,2023-10-19 02:13:32
24506,82.1,2023-10-19 02:13:34
24507,82.2,2023-10-19 02:13:36
24508,82.1,2023-10-19 02:13:43
24509,82.0,2023-10-19 02:13:44
24510,82.0,2023-10-19 02:13:46
24511,82.0,2023-10-19 02:13:48
24512,82.1,2023-10-19 02:13:50
24513,82.1,2023-10-19 02:13:52
24514,82.1,2023-10-19 02:13:54
24515,82.0,2023-10-19 02:13:56
24516,82.0,2023-10-19 02:13:58
24517,82.1,2023-10-19 02:14:00
24518,82.1,2023-10-19 02:14:02
24519,82.1,2023-10-19 02:14:04
24520,82.0,2023-10-19 02:14:06
24521,81.9,2023-10-19 02:14:13
24522,82.1,2023-10-19 02:14:14
24523,82.0,2023-10-19 02:14:16
24524,82.0,2023-10-19 02:14:18
24525,82.1,2023-10-19 02:14:21
24526,82.1,2023-10-19 02:14:22
24527,82.0,2023-10-19 02:14:24
24528,82.0,2023-10-19 02:14:26
24529,82.1,2023-10-19 02:14:28
24530,82.3,2023-10-19 02:14:30
24531,82.3,2023-10-19 02:14:32
24532,82.2,2023-10-19 02:14:34
24533,82.3,2023-10-19 02:14:36
24534,82.3,2023-10-19 02:14:43
24535,82.4,2023-10-19 02:14:45
24536,82.4,2023-10-19 02:14:47
24537,82.4,2023-10-19 02:14:49
24538,82.4,2023-10-19 02:14:51
24539,82.3,2023-10-19 02:14:53
24540,82.4,2023-10-19 02:14:55
24541,82.5,2023-10-19 02:14:57
24542,82.4,2023-10-19 02:14:59
24543,82.4,2023-10-19 02:15:01
24544,82.4,2023-10-19 02:15:03
24545,82.4,2023-10-19 02:15:05
24546,82.5,2023-10-19 02:15:07
24547,82.6,2023-10-19 02:15:13
24548,82.5,2023-10-19 02:15:15
24549,82.5,2023-10-19 02:15:17
24550,82.5,2023-10-19 02:15:19
24551,82.5,2023-10-19 02:15:21
24552,82.6,2023-10-19 02:15:23
24553,82.6,2023-10-19 02:15:25
24554,82.5,2023-10-19 02:15:27
24555,82.7,2023-10-19 02:15:29
24556,82.7,2023-10-19 02:15:31
24557,82.6,2023-10-19 02:15:33
24558,82.7,2023-10-19 02:15:35
24559,82.6,2023-10-19 02:15:37
24560,82.7,2023-10-19 02:15:44
24561,82.7,2023-10-19 02:15:45
24562,82.7,2023-10-19 02:15:47
24563,82.8,2023-10-19 02:15:49
24564,82.8,2023-10-19 02:15:51
24565,82.8,2023-10-19 02:15:53
24566,82.8,2023-10-19 02:15:55
24567,82.8,2023-10-19 02:15:57
24568,82.8,2023-10-19 02:15:59
24569,82.9,2023-10-19 02:16:01
24570,82.9,2023-10-19 02:16:03
24571,82.9,2023-10-19 02:16:05
24572,82.9,2023-10-19 02:16:07
24573,82.9,2023-10-19 02:16:14
24574,82.9,2023-10-19 02:16:15
24575,82.9,2023-10-19 02:16:17
24576,82.8,2023-10-19 02:16:19
24577,82.8,2023-10-19 02:16:21
24578,82.9,2023-10-19 02:16:23
24579,82.9,2023-10-19 02:16:25
24580,82.9,2023-10-19 02:16:27
24581,82.9,2023-10-19 02:16:29
24582,82.9,2023-10-19 02:16:31
24583,82.8,2023-10-19 02:16:33
24584,82.9,2023-10-19 02:16:35
24585,83.0,2023-10-19 02:16:37
24586,82.9,2023-10-19 02:16:44
24587,82.9,2023-10-19 02:16:45
24588,82.8,2023-10-19 02:16:47
24589,82.9,2023-10-19 02:16:49
24590,82.9,2023-10-19 02:16:51
24591,82.9,2023-10-19 02:16:53
24592,82.8,2023-10-19 02:16:55
24593,82.8,2023-10-19 02:16:57
24594,82.9,2023-10-19 02:16:59
24595,82.9,2023-10-19 02:17:01
24596,83.0,2023-10-19 02:17:03
24597,83.0,2023-10-19 02:17:05
24598,82.9,2023-10-19 02:17:07
24599,83.0,2023-10-19 02:17:14
24600,83.0,2023-10-19 02:17:15
24601,83.0,2023-10-19 02:17:17
24602,82.9,2023-10-19 02:17:19
24603,83.0,2023-10-19 02:17:21
24604,83.0,2023-10-19 02:17:23
24605,82.9,2023-10-19 02:17:25
24606,83.0,2023-10-19 02:17:27
24607,82.9,2023-10-19 02:17:29
24608,83.0,2023-10-19 02:17:31
24609,83.0,2023-10-19 02:17:33
24610,83.0,2023-10-19 02:17:35
24611,83.0,2023-10-19 02:17:37
24612,82.9,2023-10-19 02:17:44
24613,83.0,2023-10-19 02:17:45
24614,82.9,2023-10-19 02:17:47
24615,83.0,2023-10-19 02:17:49
24616,82.9,2023-10-19 02:17:51
24617,83.0,2023-10-19 02:17:53
24618,83.0,2023-10-19 02:17:55
24619,83.0,2023-10-19 02:17:57
24620,83.0,2023-10-19 02:17:59
24621,83.0,2023-10-19 02:18:01
24622,83.0,2023-10-19 02:18:03
24623,82.9,2023-10-19 02:18:05
24624,83.0,2023-10-19 02:18:07
24625,82.9,2023-10-19 02:18:14
24626,82.8,2023-10-19 02:18:15
24627,83.0,2023-10-19 02:18:17
24628,82.8,2023-10-19 02:18:19
24629,82.9,2023-10-19 02:18:21
24630,82.9,2023-10-19 02:18:23
24631,83.0,2023-10-19 02:18:25
24632,82.9,2023-10-19 02:18:27
24633,82.9,2023-10-19 02:18:29
24634,82.9,2023-10-19 02:18:31
24635,82.9,2023-10-19 02:18:33
24636,83.0,2023-10-19 02:18:35
24637,83.0,2023-10-19 02:18:37
24638,83.1,2023-10-19 02:18:44
24639,83.0,2023-10-19 02:18:45
24640,83.1,2023-10-19 02:18:47
24641,83.1,2023-10-19 02:18:50
24642,83.1,2023-10-19 02:18:52
24643,83.1,2023-10-19 02:18:54
24644,83.1,2023-10-19 02:18:56
24645,83.2,2023-10-19 02:18:58
24646,83.1,2023-10-19 02:19:00
24647,83.1,2023-10-19 02:19:02
24648,83.0,2023-10-19 02:19:04
24649,83.2,2023-10-19 02:19:06
24650,83.2,2023-10-19 02:19:08
24651,83.2,2023-10-19 02:19:14
24652,83.1,2023-10-19 02:19:16
24653,83.2,2023-10-19 02:19:18
24654,83.2,2023-10-19 02:19:20
24655,83.1,2023-10-19 02:19:22
24656,83.2,2023-10-19 02:19:24
24657,83.3,2023-10-19 02:19:26
24658,83.2,2023-10-19 02:19:28
24659,83.3,2023-10-19 02:19:30
24660,83.2,2023-10-19 02:19:32
24661,83.2,2023-10-19 02:19:34
24662,83.3,2023-10-19 02:19:36
24663,83.3,2023-10-19 02:19:38
24664,83.2,2023-10-19 02:19:44
24665,83.3,2023-10-19 02:19:46
24666,83.2,2023-10-19 02:19:48
24667,83.3,2023-10-19 02:19:50
24668,83.2,2023-10-19 02:19:52
24669,83.3,2023-10-19 02:19:54
24670,83.2,2023-10-19 02:19:56
24671,83.3,2023-10-19 02:19:58
24672,83.3,2023-10-19 02:20:00
24673,83.3,2023-10-19 02:20:02
24674,83.3,2023-10-19 02:20:04
24675,83.2,2023-10-19 02:20:06
24676,83.3,2023-10-19 02:20:08
24677,83.3,2023-10-19 02:20:15
24678,83.2,2023-10-19 02:20:16
24679,83.3,2023-10-19 02:20:18
24680,83.2,2023-10-19 02:20:20
24681,83.2,2023-10-19 02:20:22
24682,83.3,2023-10-19 02:20:24
24683,83.1,2023-10-19 02:20:26
24684,83.3,2023-10-19 02:20:28
24685,83.3,2023-10-19 02:20:30
24686,83.2,2023-10-19 02:20:32
24687,83.3,2023-10-19 02:20:34
24688,83.3,2023-10-19 02:20:36
24689,83.2,2023-10-19 02:20:38
24690,83.2,2023-10-19 02:20:45
24691,83.2,2023-10-19 02:20:46
24692,83.2,2023-10-19 02:20:48
24693,83.3,2023-10-19 02:20:50
24694,83.2,2023-10-19 02:20:52
24695,83.2,2023-10-19 02:20:54
24696,83.2,2023-10-19 02:20:56
24697,83.2,2023-10-19 02:20:58
24698,83.1,2023-10-19 02:21:00
24699,83.1,2023-10-19 02:21:02
24700,83.1,2023-10-19 02:21:04
24701,83.2,2023-10-19 02:21:06
24702,83.0,2023-10-19 02:21:08
24703,83.1,2023-10-19 02:21:15
24704,83.1,2023-10-19 02:21:16
24705,83.0,2023-10-19 02:21:18
24706,83.0,2023-10-19 02:21:20
24707,83.0,2023-10-19 02:21:22
24708,83.0,2023-10-19 02:21:24
24709,83.0,2023-10-19 02:21:26
24710,83.0,2023-10-19 02:21:28
24711,82.9,2023-10-19 02:21:30
24712,83.0,2023-10-19 02:21:32
24713,82.9,2023-10-19 02:21:34
24714,82.8,2023-10-19 02:21:36
24715,82.8,2023-10-19 02:21:38
24716,82.7,2023-10-19 02:21:45
24717,82.7,2023-10-19 02:21:46
24718,82.6,2023-10-19 02:21:48
24719,82.7,2023-10-19 02:21:50
24720,82.6,2023-10-19 02:21:52
24721,82.5,2023-10-19 02:21:54
24722,82.6,2023-10-19 02:21:56
24723,82.6,2023-10-19 02:21:58
24724,82.6,2023-10-19 02:22:00
24725,82.6,2023-10-19 02:22:02
24726,82.5,2023-10-19 02:22:04
24727,82.5,2023-10-19 02:22:06
24728,82.4,2023-10-19 02:22:08
24729,82.5,2023-10-19 02:22:15
24730,82.4,2023-10-19 02:22:16
24731,82.4,2023-10-19 02:22:18
24732,82.5,2023-10-19 02:22:20
24733,82.5,2023-10-19 02:22:22
24734,82.4,2023-10-19 02:22:24
24735,82.3,2023-10-19 02:22:26
24736,82.4,2023-10-19 02:22:28
24737,82.3,2023-10-19 02:22:30
24738,82.3,2023-10-19 02:22:32
24739,82.3,2023-10-19 02:22:34
24740,82.4,2023-10-19 02:22:36
24741,82.4,2023-10-19 02:22:38
24742,82.4,2023-10-19 02:22:45
24743,82.4,2023-10-19 02:22:46
24744,82.2,2023-10-19 02:22:48
24745,82.2,2023-10-19 02:22:50
24746,82.3,2023-10-19 02:22:52
24747,82.3,2023-10-19 02:22:54
24748,82.1,2023-10-19 02:22:56
24749,82.2,2023-10-19 02:22:59
24750,82.2,2023-10-19 02:23:01
24751,82.3,2023-10-19 02:23:03
24752,81.9,2023-10-19 02:23:05
24753,82.1,2023-10-19 02:23:07
24754,82.1,2023-10-19 02:23:09
24755,82.2,2023-10-19 02:23:15
24756,82.1,2023-10-19 02:23:17
24757,82.0,2023-10-19 02:23:19
24758,82.0,2023-10-19 02:23:21
24759,82.1,2023-10-19 02:23:23
24760,82.0,2023-10-19 02:23:25
24761,82.1,2023-10-19 02:23:27
24762,82.1,2023-10-19 02:23:29
24763,82.0,2023-10-19 02:23:31
24764,82.1,2023-10-19 02:23:33
24765,82.0,2023-10-19 02:23:35
24766,82.0,2023-10-19 02:23:37
24767,82.0,2023-10-19 02:23:39
24768,82.1,2023-10-19 02:23:45
24769,82.0,2023-10-19 02:23:47
24770,82.1,2023-10-19 02:23:49
24771,82.0,2023-10-19 02:23:51
24772,82.2,2023-10-19 02:23:53
24773,82.1,2023-10-19 02:23:55
24774,82.1,2023-10-19 02:23:57
24775,82.1,2023-10-19 02:23:59
24776,82.1,2023-10-19 02:24:01
24777,82.2,2023-10-19 02:24:03
24778,82.2,2023-10-19 02:24:05
24779,82.2,2023-10-19 02:24:07
24780,82.1,2023-10-19 02:24:09
24781,82.1,2023-10-19 02:24:16
24782,82.3,2023-10-19 02:24:17
24783,82.2,2023-10-19 02:24:19
24784,82.2,2023-10-19 02:24:21
24785,82.3,2023-10-19 02:24:23
24786,82.2,2023-10-19 02:24:25
24787,82.3,2023-10-19 02:24:27
24788,82.3,2023-10-19 02:24:29
24789,82.2,2023-10-19 02:24:31
24790,82.3,2023-10-19 02:24:33
24791,82.3,2023-10-19 02:24:35
24792,82.3,2023-10-19 02:24:37
24793,82.2,2023-10-19 02:24:39
24794,82.4,2023-10-19 02:24:46
24795,82.4,2023-10-19 02:24:47
24796,82.3,2023-10-19 02:24:49
24797,82.3,2023-10-19 02:24:51
24798,82.2,2023-10-19 02:24:53
24799,82.4,2023-10-19 02:24:55
24800,82.3,2023-10-19 02:24:57
24801,82.4,2023-10-19 02:24:59
24802,82.3,2023-10-19 02:25:01
24803,82.4,2023-10-19 02:25:03
24804,82.4,2023-10-19 02:25:05
24805,82.3,2023-10-19 02:25:07
24806,82.4,2023-10-19 02:25:09
24807,82.3,2023-10-19 02:25:16
24808,82.3,2023-10-19 02:25:17
24809,82.4,2023-10-19 02:25:19
24810,82.4,2023-10-19 02:25:21
24811,82.3,2023-10-19 02:25:23
24812,82.3,2023-10-19 02:25:25
24813,82.4,2023-10-19 02:25:27
24814,82.3,2023-10-19 02:25:29
24815,82.3,2023-10-19 02:25:31
24816,82.4,2023-10-19 02:25:33
24817,82.3,2023-10-19 02:25:35
24818,82.4,2023-10-19 02:25:37
24819,82.3,2023-10-19 02:25:39
24820,82.3,2023-10-19 02:25:46
24821,82.2,2023-10-19 02:25:47
24822,82.3,2023-10-19 02:25:49
24823,82.2,2023-10-19 02:25:51
24824,82.1,2023-10-19 02:25:53
24825,82.2,2023-10-19 02:25:55
24826,82.1,2023-10-19 02:25:57
24827,82.1,2023-10-19 02:25:59
24828,82.1,2023-10-19 02:26:01
24829,82.0,2023-10-19 02:26:03
24830,82.1,2023-10-19 02:26:05
24831,82.1,2023-10-19 02:26:07
24832,82.0,2023-10-19 02:26:09
24833,82.0,2023-10-19 02:26:16
24834,82.0,2023-10-19 02:26:17
24835,82.0,2023-10-19 02:26:19
24836,82.0,2023-10-19 02:26:21
24837,82.1,2023-10-19 02:26:23
24838,81.9,2023-10-19 02:26:25
24839,82.0,2023-10-19 02:26:27
24840,81.9,2023-10-19 02:26:29
24841,82.0,2023-10-19 02:26:31
24842,82.0,2023-10-19 02:26:33
24843,82.0,2023-10-19 02:26:35
24844,81.9,2023-10-19 02:26:37
24845,81.9,2023-10-19 02:26:39
24846,82.0,2023-10-19 02:26:46
24847,82.1,2023-10-19 02:26:47
24848,82.1,2023-10-19 02:26:49
24849,82.1,2023-10-19 02:26:51
24850,82.1,2023-10-19 02:26:53
24851,82.0,2023-10-19 02:26:55
24852,82.0,2023-10-19 02:26:57
24853,82.1,2023-10-19 02:26:59
24854,82.2,2023-10-19 02:27:02
24855,82.2,2023-10-19 02:27:03
24856,82.2,2023-10-19 02:27:05
24857,82.2,2023-10-19 02:27:08
24858,82.2,2023-10-19 02:27:09
24859,82.2,2023-10-19 02:27:16
24860,82.2,2023-10-19 02:27:18
24861,82.2,2023-10-19 02:27:20
24862,82.2,2023-10-19 02:27:22
24863,82.3,2023-10-19 02:27:24
24864,82.2,2023-10-19 02:27:26
24865,82.3,2023-10-19 02:27:28
24866,82.2,2023-10-19 02:27:30
24867,82.3,2023-10-19 02:27:32
24868,82.2,2023-10-19 02:27:34
24869,82.3,2023-10-19 02:27:36
24870,82.3,2023-10-19 02:27:38
24871,82.4,2023-10-19 02:27:40
24872,82.4,2023-10-19 02:27:46
24873,82.2,2023-10-19 02:27:48
24874,82.3,2023-10-19 02:27:50
24875,82.3,2023-10-19 02:27:52
24876,82.3,2023-10-19 02:27:54
24877,82.2,2023-10-19 02:27:56
24878,82.3,2023-10-19 02:27:58
24879,82.3,2023-10-19 02:28:00
24880,82.2,2023-10-19 02:28:02
24881,82.3,2023-10-19 02:28:04
24882,82.3,2023-10-19 02:28:06
24883,82.3,2023-10-19 02:28:08
24884,82.3,2023-10-19 02:28:10
24885,82.3,2023-10-19 02:28:17
24886,82.2,2023-10-19 02:28:18
24887,82.1,2023-10-19 02:28:20
24888,82.3,2023-10-19 02:28:22
24889,82.2,2023-10-19 02:28:24
24890,82.2,2023-10-19 02:28:26
24891,82.0,2023-10-19 02:28:28
24892,82.1,2023-10-19 02:28:30
24893,82.1,2023-10-19 02:28:32
24894,82.0,2023-10-19 02:28:34
24895,82.0,2023-10-19 02:28:36
24896,82.0,2023-10-19 02:28:38
24897,81.9,2023-10-19 02:28:40
24898,82.0,2023-10-19 02:28:47
24899,81.9,2023-10-19 02:28:48
24900,82.0,2023-10-19 02:28:50
24901,82.0,2023-10-19 02:28:52
24902,81.9,2023-10-19 02:28:54
24903,82.0,2023-10-19 02:28:56
24904,82.0,2023-10-19 02:28:58
24905,82.0,2023-10-19 02:29:00
24906,81.8,2023-10-19 02:29:02
24907,81.9,2023-10-19 02:29:04
24908,81.9,2023-10-19 02:29:06
24909,81.9,2023-10-19 02:29:08
24910,81.8,2023-10-19 02:29:10
24911,81.8,2023-10-19 02:29:17
24912,81.8,2023-10-19 02:29:18
24913,81.8,2023-10-19 02:29:20
24914,81.7,2023-10-19 02:29:22
24915,81.8,2023-10-19 02:29:24
24916,81.9,2023-10-19 02:29:26
24917,81.7,2023-10-19 02:29:28
24918,81.8,2023-10-19 02:29:30
24919,81.7,2023-10-19 02:29:32
24920,81.8,2023-10-19 02:29:34
24921,81.8,2023-10-19 02:29:36
24922,81.8,2023-10-19 02:29:38
24923,81.8,2023-10-19 02:29:40
24924,81.9,2023-10-19 02:29:47
24925,81.9,2023-10-19 02:29:48
24926,81.8,2023-10-19 02:29:50
24927,81.9,2023-10-19 02:29:52
24928,82.0,2023-10-19 02:29:54
24929,81.9,2023-10-19 02:29:56
24930,81.9,2023-10-19 02:29:58
24931,82.0,2023-10-19 02:30:00
24932,82.1,2023-10-19 02:30:02
24933,82.1,2023-10-19 02:30:04
24934,81.9,2023-10-19 02:30:06
24935,81.9,2023-10-19 02:30:08
24936,82.0,2023-10-19 02:30:10
24937,81.9,2023-10-19 02:30:17
24938,81.9,2023-10-19 02:30:18
24939,81.9,2023-10-19 02:30:20
24940,82.0,2023-10-19 02:30:22
24941,82.0,2023-10-19 02:30:24
24942,82.0,2023-10-19 02:30:26
24943,82.0,2023-10-19 02:30:28
24944,82.1,2023-10-19 02:30:30
24945,82.0,2023-10-19 02:30:32
24946,82.0,2023-10-19 02:30:34
24947,82.0,2023-10-19 02:30:36
24948,82.1,2023-10-19 02:30:38
24949,82.1,2023-10-19 02:30:40
24950,82.1,2023-10-19 02:30:47
24951,82.1,2023-10-19 02:30:48
24952,82.1,2023-10-19 02:30:50
24953,82.1,2023-10-19 02:30:52
24954,82.1,2023-10-19 02:30:54
24955,82.1,2023-10-19 02:30:56
24956,82.2,2023-10-19 02:30:58
24957,82.3,2023-10-19 02:31:00
24958,82.3,2023-10-19 02:31:02
24959,82.3,2023-10-19 02:31:05
24960,82.2,2023-10-19 02:31:06
24961,82.5,2023-10-19 02:31:08
24962,82.3,2023-10-19 02:31:10
24963,82.4,2023-10-19 02:31:17
24964,82.4,2023-10-19 02:31:19
24965,82.3,2023-10-19 02:31:21
24966,82.4,2023-10-19 02:31:23
24967,82.4,2023-10-19 02:31:25
24968,82.5,2023-10-19 02:31:27
24969,82.5,2023-10-19 02:31:29
24970,82.4,2023-10-19 02:31:31
24971,82.5,2023-10-19 02:31:33
24972,82.6,2023-10-19 02:31:35
24973,82.5,2023-10-19 02:31:37
24974,82.6,2023-10-19 02:31:39
24975,82.4,2023-10-19 02:31:41
24976,82.5,2023-10-19 02:31:47
24977,82.6,2023-10-19 02:31:49
24978,82.6,2023-10-19 02:31:51
24979,82.5,2023-10-19 02:31:53
24980,82.6,2023-10-19 02:31:55
24981,82.7,2023-10-19 02:31:57
24982,82.6,2023-10-19 02:31:59
24983,82.6,2023-10-19 02:32:01
24984,82.6,2023-10-19 02:32:03
24985,82.6,2023-10-19 02:32:05
24986,82.5,2023-10-19 02:32:07
24987,82.7,2023-10-19 02:32:09
24988,82.6,2023-10-19 02:32:11
24989,82.6,2023-10-19 02:32:18
24990,82.7,2023-10-19 02:32:19
24991,82.7,2023-10-19 02:32:21
24992,82.8,2023-10-19 02:32:23
24993,82.8,2023-10-19 02:32:25
24994,82.8,2023-10-19 02:32:27
24995,82.8,2023-10-19 02:32:29
24996,82.8,2023-10-19 02:32:31
24997,82.8,2023-10-19 02:32:33
24998,82.8,2023-10-19 02:32:35
24999,82.9,2023-10-19 02:32:37
25000,82.8,2023-10-19 02:32:39
25001,82.8,2023-10-19 02:32:41
25002,82.8,2023-10-19 02:32:48
25003,82.8,2023-10-19 02:32:49
25004,82.8,2023-10-19 02:32:51
25005,82.9,2023-10-19 02:32:53
25006,82.9,2023-10-19 02:32:55
25007,82.9,2023-10-19 02:32:57
25008,82.9,2023-10-19 02:32:59
25009,82.9,2023-10-19 02:33:01
25010,82.8,2023-10-19 02:33:03
25011,82.9,2023-10-19 02:33:05
25012,82.9,2023-10-19 02:33:07
25013,82.9,2023-10-19 02:33:09
25014,82.9,2023-10-19 02:33:11
25015,83.0,2023-10-19 02:33:18
25016,82.9,2023-10-19 02:33:19
25017,83.0,2023-10-19 02:33:21
25018,82.8,2023-10-19 02:33:23
25019,82.9,2023-10-19 02:33:25
25020,82.9,2023-10-19 02:33:27
25021,83.0,2023-10-19 02:33:29
25022,83.0,2023-10-19 02:33:31
25023,83.1,2023-10-19 02:33:33
25024,83.0,2023-10-19 02:33:35
25025,83.0,2023-10-19 02:33:37
25026,83.1,2023-10-19 02:33:39
25027,83.0,2023-10-19 02:33:41
25028,83.1,2023-10-19 02:33:48
25029,83.1,2023-10-19 02:33:49
25030,83.1,2023-10-19 02:33:51
25031,83.0,2023-10-19 02:33:53
25032,83.1,2023-10-19 02:33:55
25033,83.2,2023-10-19 02:33:57
25034,83.2,2023-10-19 02:33:59
25035,83.1,2023-10-19 02:34:01
25036,83.2,2023-10-19 02:34:03
25037,83.2,2023-10-19 02:34:05
25038,83.2,2023-10-19 02:34:07
25039,83.3,2023-10-19 02:34:09
25040,83.2,2023-10-19 02:34:11
25041,83.3,2023-10-19 02:34:18
25042,83.2,2023-10-19 02:34:19
25043,83.1,2023-10-19 02:34:21
25044,83.3,2023-10-19 02:34:23
25045,83.4,2023-10-19 02:34:25
25046,83.2,2023-10-19 02:34:27
25047,83.2,2023-10-19 02:34:29
25048,83.2,2023-10-19 02:34:31
25049,83.3,2023-10-19 02:34:33
25050,83.2,2023-10-19 02:34:35
25051,83.2,2023-10-19 02:34:37
25052,83.1,2023-10-19 02:34:39
25053,83.2,2023-10-19 02:34:41
25054,83.1,2023-10-19 02:34:48
25055,83.1,2023-10-19 02:34:49
25056,83.1,2023-10-19 02:34:51
25057,83.2,2023-10-19 02:34:53
25058,83.1,2023-10-19 02:34:55
25059,83.2,2023-10-19 02:34:57
25060,83.1,2023-10-19 02:34:59
25061,83.2,2023-10-19 02:35:01
25062,83.1,2023-10-19 02:35:03
25063,83.2,2023-10-19 02:35:05
25064,83.1,2023-10-19 02:35:07
25065,83.1,2023-10-19 02:35:09
25066,83.2,2023-10-19 02:35:11
25067,83.2,2023-10-19 02:35:18
25068,83.1,2023-10-19 02:35:19
25069,83.2,2023-10-19 02:35:21
25070,83.2,2023-10-19 02:35:23
25071,83.2,2023-10-19 02:35:26
25072,83.2,2023-10-19 02:35:28
25073,83.2,2023-10-19 02:35:30
25074,83.3,2023-10-19 02:35:32
25075,83.2,2023-10-19 02:35:34
25076,83.3,2023-10-19 02:35:36
25077,83.3,2023-10-19 02:35:38
25078,83.2,2023-10-19 02:35:40
25079,83.3,2023-10-19 02:35:42
25080,83.1,2023-10-19 02:35:48
25081,83.2,2023-10-19 02:35:50
25082,83.2,2023-10-19 02:35:52
25083,83.2,2023-10-19 02:35:54
25084,83.3,2023-10-19 02:35:56
25085,83.3,2023-10-19 02:35:58
25086,83.3,2023-10-19 02:36:00
25087,83.3,2023-10-19 02:36:02
25088,83.2,2023-10-19 02:36:04
25089,83.1,2023-10-19 02:36:06
25090,83.1,2023-10-19 02:36:08
25091,83.1,2023-10-19 02:36:10
25092,83.2,2023-10-19 02:36:12
25093,83.1,2023-10-19 02:36:18
25094,83.1,2023-10-19 02:36:20
25095,82.9,2023-10-19 02:36:22
25096,82.9,2023-10-19 02:36:24
25097,83.0,2023-10-19 02:36:26
25098,83.1,2023-10-19 02:36:28
25099,82.9,2023-10-19 02:36:30
25100,82.8,2023-10-19 02:36:32
25101,82.8,2023-10-19 02:36:34
25102,82.8,2023-10-19 02:36:36
25103,82.9,2023-10-19 02:36:38
25104,82.9,2023-10-19 02:36:40
25105,82.9,2023-10-19 02:36:42
25106,82.9,2023-10-19 02:36:49
25107,82.9,2023-10-19 02:36:50
25108,82.8,2023-10-19 02:36:52
25109,82.9,2023-10-19 02:36:54
25110,82.8,2023-10-19 02:36:56
25111,82.8,2023-10-19 02:36:58
25112,82.8,2023-10-19 02:37:00
25113,82.9,2023-10-19 02:37:02
25114,82.8,2023-10-19 02:37:04
25115,82.9,2023-10-19 02:37:06
25116,82.9,2023-10-19 02:37:08
25117,82.8,2023-10-19 02:37:10
25118,82.8,2023-10-19 02:37:12
25119,82.8,2023-10-19 02:37:19
25120,82.8,2023-10-19 02:37:20
25121,82.8,2023-10-19 02:37:22
25122,82.9,2023-10-19 02:37:24
25123,82.8,2023-10-19 02:37:26
25124,82.6,2023-10-19 02:37:28
25125,82.7,2023-10-19 02:37:30
25126,82.8,2023-10-19 02:37:32
25127,82.8,2023-10-19 02:37:34
25128,82.8,2023-10-19 02:37:36
25129,82.7,2023-10-19 02:37:38
25130,82.8,2023-10-19 02:37:40
25131,82.8,2023-10-19 02:37:42
25132,82.8,2023-10-19 02:37:49
25133,82.8,2023-10-19 02:37:50
25134,82.7,2023-10-19 02:37:52
25135,82.6,2023-10-19 02:37:54
25136,82.7,2023-10-19 02:37:56
25137,82.6,2023-10-19 02:37:58
25138,82.7,2023-10-19 02:38:00
25139,82.6,2023-10-19 02:38:02
25140,82.6,2023-10-19 02:38:04
25141,82.7,2023-10-19 02:38:06
25142,82.6,2023-10-19 02:38:08
25143,82.6,2023-10-19 02:38:10
25144,82.6,2023-10-19 02:38:12
25145,82.6,2023-10-19 02:38:19
25146,82.5,2023-10-19 02:38:20
25147,82.5,2023-10-19 02:38:22
25148,82.7,2023-10-19 02:38:24
25149,82.5,2023-10-19 02:38:26
25150,82.6,2023-10-19 02:38:28
25151,82.6,2023-10-19 02:38:30
25152,82.7,2023-10-19 02:38:32
25153,82.6,2023-10-19 02:38:34
25154,82.7,2023-10-19 02:38:36
25155,82.7,2023-10-19 02:38:38
25156,82.6,2023-10-19 02:38:40
25157,82.6,2023-10-19 02:38:42
25158,82.7,2023-10-19 02:38:49
25159,82.7,2023-10-19 02:38:50
